Episode,ta41,ta42,ta43,ta44,ta45,ta46,ta47,ta48,ta49,ta50,sum,FIFO,MTWR
751,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
752,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
753,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
754,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
755,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
756,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
757,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
758,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
759,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
760,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
761,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
762,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
763,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
764,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
765,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
766,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
767,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
768,2254,2170,2119,2246,2222,2296,2128,2139,2176,2194,21944,25494,24487
769,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
770,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
771,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
772,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
773,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
774,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
775,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
776,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
777,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
778,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
779,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
780,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
781,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
782,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
783,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
784,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
785,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
786,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
787,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
788,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
789,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
790,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
791,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
792,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
793,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
794,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
795,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
796,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
797,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
798,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
799,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
800,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
801,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
802,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
803,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
804,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
805,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
806,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
807,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
808,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
809,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
810,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
811,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
812,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
813,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
814,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
815,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
816,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
817,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
818,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
819,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
820,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
821,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
822,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
823,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
824,2254,2170,2119,2246,2222,2294,2128,2139,2176,2194,21942,25494,24487
825,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
826,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
827,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
828,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
829,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
830,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
831,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
832,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
833,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
834,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
835,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
836,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
837,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
838,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
839,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
840,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
841,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
842,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
843,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
844,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
845,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
846,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
847,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
848,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
849,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
850,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
851,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
852,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
853,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
854,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
855,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
856,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
857,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
858,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
859,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
860,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
861,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
862,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
863,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
864,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
865,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
866,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
867,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
868,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
869,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
870,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
871,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
872,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
873,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
874,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
875,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
876,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
877,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
878,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
879,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
880,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
881,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
882,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
883,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
884,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
885,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
886,2254,2170,2119,2246,2219,2294,2128,2139,2176,2194,21939,25494,24487
887,2254,2170,2119,2246,2219,2289,2128,2139,2176,2194,21934,25494,24487
888,2254,2170,2119,2246,2219,2289,2128,2139,2176,2194,21934,25494,24487
889,2254,2170,2119,2246,2219,2289,2128,2139,2176,2194,21934,25494,24487
890,2254,2170,2119,2246,2219,2289,2128,2139,2176,2194,21934,25494,24487
891,2254,2170,2119,2246,2219,2289,2128,2139,2176,2194,21934,25494,24487
892,2254,2170,2119,2246,2219,2289,2128,2139,2176,2194,21934,25494,24487
893,2254,2170,2119,2246,2219,2289,2128,2139,2176,2194,21934,25494,24487
894,2254,2170,2119,2246,2219,2289,2128,2139,2176,2194,21934,25494,24487
895,2254,2170,2119,2246,2219,2289,2128,2139,2176,2194,21934,25494,24487
896,2254,2170,2119,2246,2219,2289,2128,2139,2176,2194,21934,25494,24487
897,2254,2170,2119,2246,2219,2289,2128,2139,2176,2194,21934,25494,24487
898,2254,2170,2119,2246,2219,2289,2128,2139,2176,2194,21934,25494,24487
899,2254,2170,2119,2246,2219,2289,2128,2139,2176,2194,21934,25494,24487
900,2254,2170,2119,2246,2219,2289,2128,2139,2176,2194,21934,25494,24487
901,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
902,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
903,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
904,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
905,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
906,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
907,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
908,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
909,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
910,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
911,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
912,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
913,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
914,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
915,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
916,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
917,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
918,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
919,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
920,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
921,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
922,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
923,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
924,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
925,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
926,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
927,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
928,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
929,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
930,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
931,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
932,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
933,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
934,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
935,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
936,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
937,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
938,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
939,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
940,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
941,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
942,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
943,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
944,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
945,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
946,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
947,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
948,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
949,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
950,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
951,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
952,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
953,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
954,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
955,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
956,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
957,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
958,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
959,2250,2170,2119,2246,2219,2289,2128,2139,2176,2194,21930,25494,24487
960,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
961,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
962,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
963,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
964,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
965,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
966,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
967,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
968,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
969,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
970,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
971,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
972,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
973,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
974,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
975,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
976,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
977,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
978,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
979,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
980,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
981,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
982,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
983,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
984,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
985,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
986,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
987,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
988,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
989,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
990,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
991,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
992,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
993,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
994,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
995,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
996,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
997,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
998,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
999,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
1000,2239,2170,2119,2246,2219,2289,2128,2139,2176,2194,21919,25494,24487
